Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
311700889,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
311700921,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
311750362,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
311750727,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
311800589,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
311800645,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
311850536,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
311850637,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
311900865,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
311900948,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
311950345,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
311950564,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312000671,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312000738,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312050389,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312050582,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312100498,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312100604,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312150456,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312150650,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312200386,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312200565,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312250493,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312250625,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312300436,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312300627,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312350324,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312350762,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312400356,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312400554,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312450661,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312450678,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312500523,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312500578,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312550543,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312550581,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312600364,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312600697,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312650611,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312650634,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312700336,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312700552,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312750399,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312750564,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312800531,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312800638,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312850736,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312850763,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312900421,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312900617,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
312951306,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
312951327,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313000814,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313000831,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313050564,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313050594,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313100312,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313100519,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313150468,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313150536,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313200830,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313200976,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313250325,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313250528,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313300368,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313300581,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313350444,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313350720,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313401005,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313401044,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313450577,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313450646,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313500570,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313500616,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313550488,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313551319,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313601527,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313601637,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313650476,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313650678,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313700472,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313700685,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313750705,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313750728,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313800493,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313800532,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313850343,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313850519,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313900505,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313900567,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
313950444,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
313950606,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314000376,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314000540,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314052222,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314052241,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314100606,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314100722,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314150640,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314150666,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314200493,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314200578,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314250789,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314250807,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314300574,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314300596,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314350510,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314350527,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314400404,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314400465,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314451273,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314451292,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314500481,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314500546,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314550672,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314550699,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314600422,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314600578,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314651466,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314651645,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314700340,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314700545,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314750518,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314750602,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314800401,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314800502,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314850498,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314850541,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314900567,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314900620,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
314950524,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
314950564,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315000628,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315000832,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315050379,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315050574,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315100468,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315100527,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315150677,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315150804,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315200351,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315200472,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315250328,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315250649,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315301235,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315301286,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315350414,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315350514,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315400328,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315400454,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315450376,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315450523,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315502790,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315502867,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315551289,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315551319,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315600374,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315600503,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315650430,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315650478,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315700588,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315700628,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315751032,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315751052,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315800617,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315800647,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315850547,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315850639,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315900454,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315900726,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
315950865,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
315950896,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316000490,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316000531,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316050554,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316050585,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316100385,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316100614,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316150497,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316150516,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316200330,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316200439,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316250253,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316250488,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316300582,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316300689,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316350436,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316350446,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316400552,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316400604,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316450289,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316450429,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316500418,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316500552,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316550709,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316550726,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316600385,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316600481,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316650275,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316650473,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316700309,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316700505,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316750298,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316750495,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316800350,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316800543,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316850323,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316850539,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316900500,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316900515,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
316950424,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
316950665,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317001006,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317001035,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317050304,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317050522,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317100281,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317100500,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317150450,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317150616,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317200534,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317200710,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317250274,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317250493,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317300364,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317300551,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317350427,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317350556,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317400285,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317400452,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317450544,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317450721,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317500273,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317500539,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317550646,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317550684,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317600218,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317600470,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317651117,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317651145,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317700363,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317700696,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317750212,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317750503,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317800343,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317800466,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317850313,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317850426,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317900228,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317900495,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
317950213,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
317950429,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318000209,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318000411,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318050934,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318050957,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318100275,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318100467,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318150560,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318150584,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318200555,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318200576,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318250184,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318250439,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318302145,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318302205,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318350385,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318350428,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318400449,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318400491,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318450348,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318450489,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318500584,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318500647,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318550463,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318550502,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318600567,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318600583,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318650676,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318650704,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318700567,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318700588,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318751372,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318751417,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318800521,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318800682,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318850492,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318850602,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318901051,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318901090,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
318950371,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
318950458,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319000428,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319000451,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319050279,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319050485,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319100221,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319100385,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319150382,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319150607,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319200319,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319200424,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319250396,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319250572,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319300210,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319300378,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319350945,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319350973,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319400386,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319400406,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319450569,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319450592,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319500886,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319500989,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319550676,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319550696,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319600285,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319600458,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319650274,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319650438,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319700445,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319700565,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319751919,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319751966,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319800351,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319800540,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319850365,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319850386,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319900243,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319900489,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
319950373,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
319950391,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320000462,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320000479,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320050221,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320050646,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320100541,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320100587,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320150367,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320150385,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320201718,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320201729,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320250866,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320250909,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320300406,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320300741,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320350512,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320350563,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320401131,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320401148,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320450298,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320450362,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320500179,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320500409,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320550588,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320550700,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320600285,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320600457,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320650668,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320650679,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320700378,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320700447,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320750264,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320750351,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320800450,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320800468,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320851506,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320851576,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320900389,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320900570,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
320950322,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
320950631,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
321000325,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
321000594,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
321051593,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
321051611,00000326,false,Rx,0,8,00,00,9E,B9,00,00,00,00,
321100375,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
